msg_id,raw_name,quantity,unit,confidence
13245,320см чёрный,1,шт,medium
152615,320х420 бел мат прем,1,,high
129223,32w,5,шт,medium
142168,32е обводы мультикрафт,10,шт,high
28658,32й обвод+конус,1,шт,high
227980,330 на 100,1,,medium
170964,330 на 580,1,шт,medium
23059,333,9,м,low
281191,338*465,1,,medium
281191,340*330,1,,medium
101521,343 на 405,1,,medium
30323,35 дюбелей,1,пачка,high
302620,35 дюбель,1,пачка,high
245057,35 колец,10,шт,high
132392,35 кольца -5 шт,,,low
185805,35 кольцо,2,шт,high
128573,35 метров в самый раз (подтверждение),35,м,low
40492,35 прямых,35,шт,high
157616,35 саморез по дереву,2,кг,high
213426,35 саморезов,1,кг,medium
292740,35 саморезов крупный шаг,2,кг,high
160132,35 саморезы,1,кг,high
184556,35 саморезы,2,кг,high
184556,35 саморезы,2,шт,medium
293220,350*285,1,,medium
293220,350*370,1,,medium
253436,350/400,1,,medium
18961,35е,5,шт,low
99117,35е кольца,3,шт,high
128040,35мм,5,шт,high
22652,35саморезы черные,2,кг,high
53662,35х,1,пачка,high
302620,35х саморез,1,пачка,high
28450,35х саморезов,1,пачка,high
28637,35х саморезов,1,пачка,high
28914,35х саморезов,1,пачка,high
53458,35х саморезов,1,пачка,high
74645,35ый саморез,1,уп,high
163458,36,3,шт,high
13245,360см чёрный,1,шт,medium
223844,360х360 msd evo 8% кд2,1,,medium
38226,365*314 мсд классик,1,,medium
126864,369*30 за карнизка в спальню,1,,medium
229574,3850*4390 мсд премиум,1,,medium
52820,389*108 cold stretch белый матовый,1,,medium
43280,390/333 мат премиум,1,,medium
267730,395 х 31,1,,medium
312227,3кан,2,шт,high
81888,3м,2,шт,medium
102679,3м,1,шт,medium
302226,3м,2,шт,medium
265000,3мм пластик,1,,medium
328635,3ряда 3м,3,шт,medium
33280,3х канальных,3,уп,medium
183005,3шт по,2.5,м,high
263300,3шт по 2метра,3,шт,medium
30788,3я рука,4,шт,high
29305,4 е кольца,90,,low
31905,4 зоны,,,low
89057,4 кольца,50,,high
112113,4 комплекта,,,low
66438,4 метра,4,м,low
79309,4 метра,4,м,low
285081,4 метра,4,м,low
26761,4 метра рассеиватель в профиль альтеза сигма типа слота 60 который,,,low
139299,4 метровый,1,шт,medium
172460,4 отрезка по 2.5 метра,4,шт,medium
69910,4 палки по,2,м,high
264593,"4 платформа монтажная универсальная для люстры, для монтажа в натяжной потолок, диаметр 200 мм",1202,шт,high
337190,4 подъезд,,,low
52600,4 позиция,,,low
39362,4 потолка эволюшен,4,шт,high
123488,4 раза спросил что еще надо 🤦‍♂️🤦‍♂️🤦‍♂️,,,low
98643,4 торца на карниз,,,low
131000,4 шт,4,шт,medium
168455,4 шт,4,шт,low
323659,4 штуки,4,шт,low
50498,4 штуки надо,,,low
258666,4 штучки,4,шт,low
184191,4% усадка,,,low
184194,4% усадка,,,low
314400,4) 6м профиль ам1 (белый),,,low
71452,4) если дюбель под крючек 8 мм то бур 8*110,1,шт,high
45624,4) зип-пакеты,,,low
45623,4) конверты для денег,,,low
44808,"4,22*4,07",1,,medium
53783,"4,4/4000 дум лайт",20,м,high
337510,"4,40х3,05 белый мат",1,,medium
44808,"4,63*2,84",1,,medium
69333,4- 309см,454,,high
87065,4. 388х35,1,,medium
211249,4. кольца 90,27,шт,high
333621,"4. пк 14 2,7м",3,шт,high
95640,4. провод ввг ту,14,м,high
211426,4. уголки 100×125,20,шт,high
333642,4. укрывная пленка,2,шт,high
278844,4.0+3.5 матовый,1,шт,medium
284357,4.5х5м,1,,medium
284357,4.5х7м,1,,medium
4864,40 колечки,10,шт,high
183035,40 м вставка,,,low
7665,40 метров,40,м,low
309406,40 метров,40,м,low
15104,40 на 40 отмена . спасибо . в работу 40 на 80 2 шт,1,,medium
15040,40*30,109,шт,medium
15040,40*40,7,шт,medium
15940,40*40,5,шт,medium
235017,40*45,4,шт,high
15040,40*50,1,шт,medium
29115,40/40 бокс алюм,12,м,high
29489,40/40 бокс алюм,4,м,high
227980,400 на 160,1,,medium
14573,4000к,8,шт,low
18617,4000к 7ват,35,шт,medium
101643,400см,1,,low
64707,400х400,4,шт,medium
194499,406*416 белый мат,1,,medium
22311,40е,24,шт,medium
183035,40м ал багет,,,low
129046,40мм белый мат,3,шт,medium
129046,40мм белый мат,3,,medium
54131,40см,13,шт,medium
54133,40см черных,6,шт,medium
64546,40х40,1,шт,low
338232,40х40,3,шт,high
29565,41 саморез,1,пачка,medium
3738,41-е,15,кг,high
301524,410 на 322,1,,medium
32283,410см-570см jm lucent,1,,medium
32284,410см-570см jm lucent,1,,medium
11663,419 - 65 см,1,,medium
30990,41х саморезов,1,уп,high
3063,"420*330 мат классик профиль вставка по периметру, одна закладная под люстру, брус 2м, подвес 8шт., термоквадрат 100 по внутренней части",,,low
43513,420/400 белый мат премиум,1,шт,high
44322,4200 10 вт 4200,20,шт,high
76847,425х376 белый мат эво,1,шт,medium
55174,427 вместо 407 на обоих полотнах,,,low
221125,432 см на 239 см белый мат полотно багет вставка,1,,medium
29647,440*667 потолки мат премиум,1,,medium
39004,444/444,1,,medium
193134,45 кольца,10,шт,high
323542,45 кольцо,,,medium
162656,45 метров,45,м,low
123065,450см сатин бауф (запрос наличия),,,low
218132,451.0- 76.0 мат белый премиум,1,,medium
218132,452.0- 362.0 мат белый премиум,1,,medium
29647,454*667 потолки мат премиум,1,,medium
311854,45й обвод,1,шт,high
123488,45м провода еще просят,,,low
301856,45мм кольцо,4,шт,high
11184,46 штук (уточнение),46,шт,low
218834,462*277 белый мат классик,1,,medium
4415,464/302,1,,medium
4415,464/303,1,,medium
43446,465/ 302 - черная вставка по периметру,,,low
112590,489х357 б мат класик,1,,medium
284609,49 шт (уточнение),49,шт,low
93635,4м белой,4,м,low
28526,4м тандем,,,low
24376,4х2,4,м,medium
308595,4шт,4,шт,low
43456,5 gx,53,,medium
54724,5 колец,90,,low
43456,5 ламп 10вт 4200 к,,,low
273795,5 метров,5,шт,low
197413,5 метров делаете ?,,,low
54724,5 платформ,90,,low
337207,5 платформ gx-53,,,low
264593,"5 платформа монтажная для пожарного извещателя , для монтажа в натяжной потолок, диаметр 120 мм",1058,шт,high
89097,5 светильников gx,53,,low
187642,5 см линия,8,м,medium
311389,5 шт,5,шт,low
311385,5 шт по 2 метра,5,шт,low
100258,5 шт по 2м,5,шт,medium
84074,5 штук есть,5,шт,low
304813,5 штук одинаковых,5,шт,low
314400,5) 2 комплекта торцевых заглушек,,,low
71452,5) сверло по металлу 8мм,1,шт,high
45624,5) скобы для степлера,,,low
171475,5* гост,14,м,high
44713,"5,73*3,34",1,,medium
87065,5. 388х302,1,,medium
211426,5. гарпун двойной,6,м,high
95640,5. закладные под накладной светильник,16,шт,high
211249,5. светильник gx53 белый,27,шт,high
333621,5. торцы пк14,8,шт,high
333642,5. фанера 120мм круг,2,шт,high
173795,5.65 на 3.79 черный гарпун,1,,medium
284357,5.8х10м,1,,medium
143677,5/6,100,шт,low
244543,50,50,шт,low
244543,50,1,шт,low
315077,50,2,шт,low
200079,50 диаметр,1,шт,medium
10358,50 кольца,30,шт,high
35185,50 кольцо,1,шт,high
31918,50 метров,,,low
130744,50 метров можно пожалуйста,,,low
90179,50 метров на утро,50,м,low
100262,50 мм,4,шт,medium
18684,50 под люстру,2,шт,high
295486,50*100,8,шт,medium
174555,50-90,8,шт,medium
144965,50/50,8,шт,medium
21035,50/50см фанера 12мм без дырки,,,medium
1708,500/250 класик,1,шт,medium
1708,500/250 класик,1,,medium
224993,500/300,3,шт,high
160146,500гр саморезы по металлу 35,500,гр,high
203085,501 мат + вставка 245×163,1,,medium
31483,501 цвет мат ролик 320,,,medium
191857,501*311 мсд премиум мат,1,шт,medium
2752,50е ультро тонкие,,,medium
183074,50м провода,,,low
43446,522/ 322 - белая вставка по периметру,,,low
41853,526/223,1,,medium
301524,530 на 322,1,,medium
319610,54 см 7 мм,20,м,low
77640,548/374 - цвет (400),1,,medium
17216,55-105,26,шт,high
17229,55-105,5,шт,high
17278,55-105,6,шт,high
17430,55-105,30,шт,high
17499,55-105,6,шт,high
17649,55-105,23,шт,high
17662,55-105,40,шт,medium
17801,55-105,10,шт,high
17916,55-105,7,шт,high
17955,55-105,37,шт,high
18298,55-105,33,шт,high
18304,55-105,20,шт,high
18410,55-105,20,шт,high
18481,55-105,33,шт,high
18497,55-105,10,шт,high
18540,55-105,20,шт,high
18581,55-105,16,шт,high
18748,55-105,10,шт,high
18853,55-105,8,шт,high
18932,55-105,36,шт,high
18957,55-105,6,шт,high
19029,55-105,3,шт,high
19189,55-105,36,шт,high
19326,55-105,30,шт,high
19847,55-105,6,шт,high
19867,55-105,35,шт,high
19920,55-105,16,шт,high
20197,55-105,12,шт,high
20293,55-105,35,шт,high
20299,55-105,3,шт,high
20497,55-105,30,м,high
20520,55-105,8,шт,high
20581,55-105,28,шт,high
20945,55-105,5,шт,high
20983,55-105,4,шт,high
21081,55-105,8,шт,high
21082,55-105,15,шт,high
21455,55-105,33,шт,high
21456,55-105,6,шт,high
43796,551/345 белый мат премиум,1,,high
4415,552/322,1,,medium
4415,553/320,1,,medium
316355,554/320 белый мат классик,1,шт,medium
194045,55е,9,шт,high
22125,56 профиль и вставка,,,low
197441,58 подвесов,,,low
101521,582 на 322,1,,medium
210780,589 на 251 материал полотна,,,medium
65893,589см на 588см потолок,1,,medium
154934,5м лед ленты,1,,high
98643,6 колец ( 55 д ),,,low
296434,6 комплектов,6,компл,low
28531,6 кронштейн 20/25см,1,,medium
190665,6 метров,6,м,low
194132,6 метров брус,,,low
219014,6 метров вставка на пк,,,low
337460,6 метров длина,6,м,low
325521,6 метров и 1 угол,,,low
337149,6 метров парящий белый флески флай02 и рассеиватель к нему,,,low
88665,6 на 40 грибок,200,шт,high
42835,6 на 6 метров,1,,low
9571,6 пачек крючков черных,,,low
111907,6 подвесов жесткие,,,low
264593,"6 термокольцо для натяжного потолка, диаметр 50 мм",100,шт,high
219014,6 углолков 75 на 100,1,,medium
98643,6 уголков 12*15,1,,medium
