raw_name,total_count,unique_msgs,high,medium,low,top_units
мат бауф 205,9,9,0,9,0,"—:8, шт:1"
монтажный уголок flexy ugolok 01 35х40х90 мм,9,9,9,0,0,"шт:6, —:3"
обвод труб 27,9,9,9,0,0,шт:9
обводы 27,9,9,9,0,0,шт:9
пвх профиль по 2 метра,9,9,8,1,0,"м:8, —:1"
платформа 90 мм,9,9,9,0,0,шт:9
платформа под люстру малая,9,9,9,0,0,шт:9
платформы 90е,9,9,9,0,0,"шт:8, —:1"
под пожарку,9,9,7,2,0,"шт:6, —:3"
подвесы 0.9,9,9,9,0,0,"шт:7, уп:2"
провод 2*075,9,9,9,0,0,"—:5, м:4"
провод 2*1.5,9,9,9,0,0,м:9
провод пугвв 1.5 гост,9,9,9,0,0,м:9
провод ту,9,9,9,0,0,м:9
профиль алюминиевый стеновой тяжелый перфорированный,9,9,9,0,0,м:9
профиль еврокраб,9,9,9,0,0,м:9
рушка черная,9,9,9,0,0,м:9
"саморез с прессшайбой со сверлом 4,2*16 мм",9,9,9,0,0,"шт:6, кг:3"
светильники белые,9,9,8,1,0,"шт:8, —:1"
стеновой стандарт,9,9,9,0,0,м:9
стяжки с отверстием,9,9,4,5,0,"—:5, уп:3, пачка:1"
теневой краб,9,9,9,0,0,м:9
теневой разделитель,9,9,9,0,0,м:9
тиса,9,9,9,0,0,шт:9
уголки 200х250,9,9,9,0,0,"шт:7, —:1, пачка:1"
уголки 250*300,9,9,8,1,0,"—:8, шт:1"
уголков 15см,9,9,9,0,0,"шт:5, пачка:2, —:2"
уголок 15х20,9,9,9,0,0,шт:9
флекси флай 02 бел,9,9,9,0,0,м:9
pq 311 теневой диффузор 125мм,8,8,8,0,0,"шт:5, —:3"
балон,8,8,5,2,1,"шт:4, —:4"
ваги 2 отв,8,8,8,0,0,"шт:7, пачка:1"
клей акфикс,8,7,6,1,1,"шт:6, —:2"
кронштейн монтажный 200х250,8,8,8,0,0,шт:8
пк 14 3.2м,8,8,8,0,0,шт:8
потолочный,8,8,8,0,0,"м:6, шт:1, —:1"
профиль стеновой eurokraab,8,8,8,0,0,м:8
светорассеиватель в пк,8,8,8,0,0,"—:5, м:3"
ал багет,8,8,8,0,0,"м:7, —:1"
ам-1 белый,8,8,8,0,0,"м:7, палка:1"
багет пвх по периметру,8,8,0,7,1,—:8
бауф мат 205,8,7,0,8,0,"—:7, шт:1"
блок 24v 300w eleganz,8,8,6,2,0,"—:7, шт:1"
блок 60,8,8,4,4,0,"шт:5, —:3"
блока,8,8,7,1,0,"шт:6, —:2"
брус 2м,8,8,6,2,0,"шт:4, —:3, м:1"
брус 50х40,8,8,8,0,0,"м:6, шт:2"
ваго 2е,8,8,8,0,0,"шт:6, —:2"
ваго 3шки,8,8,8,0,0,шт:8
вставка в пк 14,8,8,8,0,0,"м:7, —:1"
вставка готика tl черная,8,8,8,0,0,м:8
вставка коробка,8,8,0,5,3,—:8
вставка периметр,8,7,1,5,2,"—:7, шт:1"
вставка рушка,8,8,8,0,0,м:8
вставка черная матовая,8,8,8,0,0,м:8
гарпун двойной gotika тандем белый,8,8,8,0,0,"шт:5, м:2, —:1"
гарпуна двойного,8,8,8,0,0,м:8
грибок,8,8,8,0,0,м:8
двойного гарпуна,8,8,8,0,0,м:8
диодка eleganz 24v 24w 4500к,8,8,8,0,0,—:8
"диодка eleganz 24v 9,6w 3000к",8,8,7,1,0,"—:6, м:2"
диодка elite dlt 24v 6w 4000k,8,7,8,0,0,"—:7, м:1"
диффузор 48мм,8,8,7,1,0,"—:6, шт:2"
дюпель 35,8,8,6,2,0,"уп:4, —:2, шт:1"
заглушки для ам черные,8,8,8,0,0,шт:8
заглушки на пк 14,8,8,8,0,0,"компл:5, шт:2, комплект:1"
закл под люстру фанера,8,7,8,0,0,"—:5, шт:3"
закладная 90 мм,8,8,7,1,0,"шт:7, —:1"
закладная под вентилятор фанера,8,8,8,0,0,"шт:6, —:2"
закладная под пожарный датчик,8,8,7,1,0,"шт:5, —:3"
закладные 90мм,8,8,8,0,0,шт:8
закладные под светильники,8,8,8,0,0,"шт:6, —:2"
кольца 115,8,8,7,1,0,"шт:7, —:1"
кольца 120,8,8,7,1,0,"шт:6, —:2"
кольца 150,8,8,8,0,0,шт:8
кольца 160,8,8,8,0,0,шт:8
кольца 90-е,8,8,8,0,0,шт:8
кольцо 30 мм,8,8,8,0,0,шт:8
кольцо 45мм,8,8,8,0,0,"шт:7, —:1"
комплекта,8,8,0,1,7,"компл:7, шт:1"
конус 32,8,8,8,0,0,"шт:7, —:1"
кронштейн монтажный 100х125,8,7,8,0,0,шт:8
крючки flexy begunki 01 белый 100 шт.,8,8,8,0,0,"—:4, шт:3, уп:1"
матовый пвх,8,8,0,7,1,—:8
мсд классик,8,8,1,3,4,—:8
обвод трубы 45/55,8,8,7,1,0,—:8
перо по плитке,8,8,7,1,0,"шт:7, —:1"
пк 14 черный,8,7,8,0,0,м:8
платформ 90,8,8,8,0,0,"шт:5, —:3"
платформа под люстру + кольцо д40,8,8,8,0,0,"—:7, шт:1"
пленка,8,8,5,3,0,"шт:4, —:4"
площадка под люстру из фанеры,8,8,7,1,0,"шт:7, —:1"
"подвес 0,9",8,8,8,0,0,"шт:7, —:1"
подвес 0.7,8,8,7,1,0,"шт:7, —:1"
позиция,8,8,0,0,8,"шт:7, м:1"
"провод 0,75 гост",8,8,7,0,1,"м:6, —:1, м.п.:1"
провод 2/1.5,8,8,8,0,0,м:8
профиль алюминиевый,8,8,5,2,1,"м:4, —:3, шт:1"
профиль алюминиевый усиленный,8,8,8,0,0,м:8
профиль облегченный на весь периметр,8,8,0,8,0,—:8
профиль стандарт стеновой al 135 г/м неокрашенный 2 п.м.,8,8,8,0,0,"м:4, шт:4"
профиль стеновой алюминиевый,8,8,8,0,0,м:8
стеновой краб,8,8,8,0,0,м:8
термокольцо 30,8,8,8,0,0,шт:8
торцевые заглушки черные,8,8,7,1,0,"шт:4, компл:3, —:1"
торцевых заглушек,8,8,8,0,0,"шт:5, компл:3"
угловой соединитель краб,8,8,8,0,0,шт:8
углы 100х125,8,8,8,0,0,"шт:7, —:1"
2 метра,7,7,0,2,5,"шт:3, м:2, —:1"
"2*1,5 пугвв",7,7,7,0,0,"м:6, —:1"
bh53,7,7,4,3,0,шт:7
gx 53 белые,7,7,7,0,0,"шт:6, —:1"
бел мат классик премиум,7,7,0,7,0,—:7
белый мат эво,7,7,1,6,0,—:7
кольцо 126,7,7,7,0,0,"шт:6, —:1"
конус,7,7,3,4,0,"—:6, шт:1"
пк-14 2м,7,7,7,0,0,шт:7
пластины,7,7,7,0,0,шт:7
платформа под люстру деревянная,7,7,7,0,0,шт:7
потолок белый матовый классик,7,6,1,6,0,—:7
псул лента,7,6,6,0,1,"уп:2, м:2, —:1"
труба (32),7,7,7,0,0,"шт:6, —:1"
уголки 150,7,7,6,1,0,шт:7
уголок 100*125,7,7,6,1,0,шт:7
ам 1,7,7,7,0,0,м:7
ам1 бел,7,7,7,0,0,м:7
балон для пистолета,7,7,3,3,1,"шт:5, —:2"
бауф 205 мат,7,7,0,5,2,—:7
блок 100,7,7,7,0,0,"шт:6, —:1"
блок 24v 250w eleganz,7,7,6,1,0,"—:6, шт:1"
блок dumlight 60w 24v,7,7,7,0,0,"—:6, шт:1"
блок питания,7,7,4,2,1,"шт:4, —:3"
бондажка,7,7,6,0,1,"м:6, шт:1"
ваги 3ые,7,7,7,0,0,"шт:6, —:1"
вставка f,7,7,6,1,0,"м:6, —:1"
вставка ru,7,7,7,0,0,м:7
вставка ru белая,7,7,7,0,0,м:7
вставка бел,7,7,7,0,0,"м:6, м.п.:1"
вставка грибок,7,7,7,0,0,"м:5, шт:1, м.п.:1"
вставка на пк 14,7,7,7,0,0,м:7
вставка ру белая,7,7,7,0,0,м:7
вставка рул,7,7,5,2,0,"м:5, шт:1, —:1"
газ,7,7,7,0,0,"шт:6, бал:1"
гарпун 2й,7,7,7,0,0,м:7
гарпун для световых линий двусторонний,7,7,7,0,0,м:7
двухкомпонентный клей,7,7,5,1,1,"шт:4, —:3"
дюбелей 35х,7,7,7,0,0,пачка:7
дюбель 6*35 мм,7,7,7,0,0,"уп:4, шт:3"
заглушки ам1,7,7,5,2,0,"компл:3, —:2, шт:2"
заглушки пк 14,7,7,6,1,0,"шт:4, компл:2, —:1"
зак под свет 60-110 мм,7,7,7,0,0,шт:7
закл люстра,7,7,7,0,0,шт:7
закл под люстру тиса,7,7,7,0,0,"шт:4, —:3"
закладная из фанеры под люстру,7,7,7,0,0,шт:7
закладная под светильник 90мм,7,7,7,0,0,шт:7
закладные под светильники универсальные,7,7,7,0,0,шт:7
закладных 90,7,7,7,0,0,"шт:4, —:3"
закладных 90мм,7,7,7,0,0,"шт:6, —:1"
клей конг,7,7,7,0,0,шт:7
колец 85,7,6,7,0,0,"шт:5, —:2"
кольца 100мм,7,7,7,0,0,"шт:5, —:2"
кольца 40мм,7,7,7,0,0,шт:7
кольца 45мм,7,7,7,0,0,"—:4, шт:3"
кольцо 110мм,7,7,5,2,0,"шт:5, —:2"
кольцо 150,7,7,5,2,0,"—:4, шт:3"
кольцо 85 мм,7,6,7,0,0,"шт:6, —:1"
комплектов,7,6,0,2,5,"компл:6, шт:1"
конусы,7,7,1,6,0,"—:6, шт:1"
конусы 32,7,7,6,1,0,"шт:6, —:1"
коронка для гранита,7,7,7,0,0,шт:7
кронштейны,7,6,4,1,2,"шт:4, —:2, коробка:1"
круглая универсальная платформа 060-110 мм под светильник,7,7,7,0,0,шт:7
лампочки 10 ват 4000k,7,7,6,1,0,"шт:6, —:1"
лампы,7,7,4,2,1,"шт:5, —:2"
лента нейтральная,7,7,6,1,0,"м:4, м.п:1, —:1"
мат 303 премиум,7,7,1,6,0,"—:6, шт:1"
обводы 32,7,7,7,0,0,шт:7
облегченный профиль,7,7,7,0,0,"м:6, —:1"
пачки,7,7,0,1,6,пачка:7
пк15,7,7,7,0,0,"м:6, шт:1"
платф. д90 + кольцо д90,7,7,7,0,0,"шт:4, —:3"
платформа тиса,7,7,7,0,0,шт:7
площадки под люстру,7,7,7,0,0,"шт:5, —:2"
подвесы 0.7,7,7,7,0,0,шт:7
полотна мат премиум,7,7,0,7,0,"—:6, шт:1"
потолок белый матовый,7,7,0,6,1,—:7
"провод 2х0,75",7,7,7,0,0,м:7
"провод ввг 2/1,5",7,7,7,0,0,м:7
провод гост 0.75,7,7,7,0,0,м:7
провод гост 2*0.75,7,6,5,0,2,"м:5, шт:1, —:1"
профиль алюминий стандарт,7,7,3,4,0,"—:4, м:3"
профиль стеновой средний,7,6,7,0,0,"м:6, —:1"
профиль угловой под ленту с рассеивателем,7,7,7,0,0,м:7
прямой подвес l 300 мм толщина 0.7 мм,7,7,7,0,0,шт:7
саморезов 35,7,7,7,0,0,"пачка:4, —:1, кг:1"
светильников gx53,7,7,7,0,0,"шт:5, —:2"
световая линия,7,6,5,1,1,"м:5, —:2"
соединитель eurokraab прямой,7,7,7,0,0,"шт:5, —:2"
стопоров,7,7,6,1,0,"шт:3, пачка:2, компл:1"
стопоры,7,7,7,0,0,шт:7
теневой диффузор,7,7,6,1,0,"шт:6, —:1"
торцевые,7,7,6,1,0,"шт:6, компл:1"
торцов,7,7,6,1,0,"шт:3, —:3, компл:1"
торцы комплект,7,7,3,3,1,"компл:3, шт:3, —:1"
торцы пк14,7,7,7,0,0,"компл:4, шт:2, пара:1"
третья рука,7,7,5,2,0,"шт:5, —:1, уп:1"
уголки 100×125,7,6,7,0,0,"шт:3, пачка:2, упаковка:1"
уголки 150*200,7,7,7,0,0,"шт:6, уп:1"
уголки 200/250,7,7,7,0,0,"шт:6, уп:1"
уголки 50х50,7,7,7,0,0,шт:7
уголки регулировочные флекси,7,6,7,0,0,"шт:6, —:1"
уголок-кронштейн металлический белый 100х125 мм,7,7,7,0,0,шт:7
универсальная закладная,7,7,7,0,0,шт:7
универсальных закладных,7,7,7,0,0,"шт:5, —:2"
флай 02 черный,7,7,7,0,0,"м:5, палка:2"
"3,2",6,6,0,0,6,шт:6
bauf 205,6,6,2,4,0,"—:5, шт:1"
gx черный мат,6,6,6,0,0,"—:4, шт:2"
gx53 бел+8/4000,6,6,6,0,0,"шт:4, —:2"
бур 6*110,6,6,6,0,0,"шт:5, —:1"
крючки для гардины,6,6,6,0,0,"пачка:3, шт:2, компл:1"
"пк 14 черный (3,2м)",6,6,6,0,0,палка:6
"провод 0,75",6,6,6,0,0,"м:5, бухта:1"
профиль алюминиевый стеновой тяж,6,6,6,0,0,м:6
профиль разделительный,6,6,6,0,0,"м:4, палка:1, шт:1"
светильники gx черные,6,6,4,2,0,"—:4, шт:2"
труба (27) + конусы,6,6,6,0,0,шт:6
шввп,6,6,6,0,0,"м:5, —:1"
алтеза контур про лед черный,6,6,6,0,0,м:6
ам 01 белый,6,6,6,0,0,м:6
ам1 белая,6,6,6,0,0,"м:5, шт:1"
бампер,6,6,4,2,0,"м:3, —:2, шт:1"
бауф,6,6,1,2,3,"—:5, шт:1"
бауф 205 мат белый,6,6,2,3,1,—:6
бел мат классик (премиум),6,6,0,0,6,—:6
белый мат бауф 205,6,6,1,5,0,"—:5, шт:1"
белый матовый,6,6,0,6,0,"—:5, шт:1"
блок 200,6,6,6,0,0,шт:6
блок dumlight 100w 24v,6,6,6,0,0,"—:5, шт:1"
блок питания 60w,6,6,6,0,0,шт:6
боковая вставка,6,6,6,0,0,м:6
ваг двухканальных,6,6,6,0,0,"шт:5, —:1"
ваги 2-х,6,6,6,0,0,"шт:5, —:1"
ваги двушки,6,6,6,0,0,"шт:5, пачка:1"
ваги2,6,5,6,0,0,"шт:4, —:2"
ваго двойная,6,6,6,0,0,"шт:5, —:1"
вставка tl готика,6,6,6,0,0,"м:4, —:1, коробка:1"
вставка белая tl,6,6,5,1,0,м:6
вставка белая по периметру,6,5,0,6,0,"—:5, шт:1"
вставка тл готика,6,6,6,0,0,"м:5, коробка:1"
вставка чёрная тл,6,6,6,0,0,"коробка:5, м:1"
вставки белой,6,6,6,0,0,м:6
гарпун любой,6,6,2,4,0,—:6
гарпун тандем черный,6,6,6,0,0,м:6
гарпуна,6,6,6,0,0,м:6
гвозди 25,6,6,4,2,0,"—:2, коробка:2, уп:1"
дельта теневой потолочный,6,6,6,0,0,"—:5, м:1"
демпфер,6,6,5,1,0,"м:5, —:1"
еврокраб 2.0,6,6,6,0,0,м:6
еврослот,6,6,5,1,0,"м:5, —:1"
ек01,6,6,6,0,0,м:6
заглушка,6,6,4,1,1,"шт:2, —:2, м:1"
заглушка готика,6,6,6,0,0,м:6
закл спот фанера,6,6,6,0,0,шт:6
закладна фанера 50*50,6,6,6,0,0,—:6
закладная 125*155,6,6,5,1,0,"—:4, шт:2"
закладная 60*110,6,6,6,0,0,"шт:3, —:3"
закладная под пожарку,6,6,6,0,0,"шт:5, —:1"
закладная под точечный,6,6,6,0,0,шт:6
закладные 90е,6,6,6,0,0,"шт:5, —:1"
закладных универсальных,6,6,6,0,0,"—:4, шт:2"
клей akfix 705 цианоакрилатный двухкомпонентный 200 мл + 50 мл,6,6,6,0,0,"шт:4, —:2"
клей по керамограниту,6,6,6,0,0,"шт:5, —:1"
колец 75,6,6,6,0,0,"шт:5, —:1"
кольца 30мм,6,6,6,0,0,шт:6
кольца 45е,6,5,6,0,0,"шт:3, —:3"
кольца 50 мм,6,6,5,1,0,"шт:5, —:1"
кольца 70мм,6,6,6,0,0,шт:6
кольца 75мм,6,6,6,0,0,шт:6
кольца 80мм,6,6,6,0,0,шт:6
кольца 85мм,6,6,6,0,0,шт:6
кольцо 70мм,6,6,6,0,0,шт:6
кольцо 80мм,6,5,6,0,0,"шт:3, —:3"
комплекта заглушек,6,6,6,0,0,"компл:4, —:2"
комплекта торцов,6,6,6,0,0,"компл:5, —:1"
коронка хилберг,6,6,5,1,0,"шт:5, —:1"
коронки по керамограниту,6,6,6,0,0,"шт:5, —:1"
кронштейн 20/25см,6,5,6,0,0,"—:3, шт:3"
кронштейны 125/150,6,6,6,0,0,шт:6
крючки белые,6,5,5,0,1,"компл:2, уп:1, упак:1"
крючки на шайбах,6,6,5,1,0,"компл:3, пачка:2, —:1"
крючки флекси,6,6,6,0,0,"компл:4, пачка:2"
лампа 10ват нейтр,6,6,6,0,0,шт:6
лампа теплая,6,6,6,0,0,"—:3, шт:3"
лента думлайт 4.4 нейтральная,6,5,6,0,0,м:6
ленту,6,6,3,2,1,"м:4, —:1, пачка:1"
малярный скотч,6,5,6,0,0,"шт:5, —:1"
мсд классик м303,6,6,0,6,0,—:6
отбойник z,6,6,6,0,0,"м:4, шт:2"
пк 14 черный (2м),6,6,6,0,0,"палка:5, шт:1"
"пк 14 черный 3,2м",6,6,4,2,0,"палка:4, —:2"
пк14 3м,6,6,6,0,0,шт:6
пк14 белый,6,6,5,0,1,"м:5, —:1"
платформа под люстру 200мм,6,6,5,1,0,"шт:5, —:1"
платформы 90 мм,6,6,6,0,0,шт:6
площадки под светильники универсальные,6,6,6,0,0,шт:6
"подвес 0,7",6,6,6,0,0,шт:6
подвес 0.9,6,6,6,0,0,"шт:4, —:1, уп:1"
подвес жёсткий,6,6,6,0,0,шт:6
полотно мат классик,6,6,1,5,0,—:6
прем мат бел,6,6,3,3,0,—:6
провод 075 гост,6,6,6,0,0,м:6
провод ввгнг ту,6,6,6,0,0,м:6
провод гост 2/0.75,6,6,6,0,0,м:6
профиль alform glide 02 карниз двухрядный белый мат. 3.2 п.м.,6,6,6,0,0,"—:4, шт:2"
профиль алюминиевый средний стеновой,6,6,6,0,0,м:6
профиль алюминиевый стандарт,6,6,4,2,0,"м:4, —:2"
профиль алюминиевый тяжёлый,6,6,6,0,0,м:6
профиль обычный,6,6,4,2,0,"м:4, —:2"
профиль пвх стеновой,6,6,6,0,0,"м:5, шт:1"
профиль стеновой 135 г/м,6,6,6,0,0,м:6
пульт q&f 2х канальный управления светом + контроллер,6,6,6,0,0,"—:5, шт:1"
